Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
0590G,Single Gene Test Kabuki syndrome (KMT2D gene),34.1.3,New code added in June 2018,,True,
0591B,Apixaban Levels,34.1.1,New code added in February 2024,,True,
0591G,Single Gene Test Hyperoxaluria 2 (GRHPR gene),34.1.3,New code added in June 2018,,True,
0592B,"Cannulated Prolactin test
",34.0.0,New code added in February 2024,,True,
0592G,Single Gene Test Christianson syndrome (SLC9A6 gene),34.1.3,New code added in June 2018,,True,
0593B,Plasma Guanidinoacetate (GUAP),34.1.0,New code added in April 2024,,True,
0593G,Succinate dehydrogenase deficiency (ALDH5A1 gene),34.1.3,New code added in June 2018,,True,
0593U,"Plasma Guanidinoacetate (GUAP) Urine
",34.0.0,New code added in June 2024,,True,
0594B,Aldosterone: Renin Ratio (ARR),34.0.0,New code added in April 2024,,True,
0594G,Single Gene Test FG syndrome (MED12 gene),34.1.3,New code added in June 2018,,True,
0595B,Liver Immunoblot,34.3.0,New code added in August 2024,,True,
0595G,Single Gene Test MCPH1,34.1.3,New code added in June 2018,,True,
0596G,Single Gene Test Bloom syndrome (BLM gene),34.1.3,New code added in June 2018,,True,
0597G,Single Gene Test NKX2-5 gene,34.1.3,New code added in June 2018,,True,
0598G,Single Gene Test Holt-Oram syndrome (TBX5 gene),34.1.3,New code added in June 2018,,True,
0599G,Single Gene Test Robinow syndrome (ROR2 gene),34.1.3,New code added in June 2018,,True,
0600G,Single Gene Test Alstrom syndrome (ALMS1 gene),34.1.3,New code added in June 2018,,True,
0601G,Single Gene Test Charge syndrome (CHD7 gene),34.1.3,New code added in June 2018,,True,
0602G,Single Gene Test Hyperoxaluria 1 (AGXT gene),34.1.3,New code added in June 2018,,True,
0603G,Single Gene Test Sall 4 gene,34.1.3,New code added in June 2018,,True,
0604G,Single Gene Test Androgen insensitivity (AR gene),34.1.3,New code added in June 2018,,True,
0605G,Single Gene Test Hirschsprung disease (EDN3 gene),34.1.3,New code added in June 2018,,True,
0606G,Single Gene Test NR5A1 gene,34.1.3,New code added in June 2018,,True,
0607B,Nickel level,34.1.1,,,True,
0607G,Single Gene Test Sall 1 gene,34.1.3,New code added in June 2018,,True,
0607O,Nickel level,34.1.1,,,True,
0607U,Nickel level,34.1.1,,,True,
0608G,Single Gene Test PMM2 gene,34.1.3,New code added in June 2018,,True,
0609G,Single Gene Test VRK1 gene,34.1.3,New code added in June 2018,,True,
0610B,Nicotinic acid level,34.1.1,,,True,
0610G,Single Gene Test MCPH2 gene,34.1.3,New code added in June 2018,,True,
0611G,Single Gene Test MCPH5 gene,34.1.3,New code added in June 2018,,True,
0612G,Single Gene Test LMX1B gene,34.1.3,New code added in June 2018,,True,
0613G,Single Gene Test VLDLR gene,34.1.3,New code added in June 2018,,True,
0614G,Single Gene Test SCN1A gene,34.1.3,New code added in June 2018,,True,
0615G,Single Gene Test SCN4A gene,34.1.3,New code added in June 2018,,True,
0616G,Single Gene Test Multicentric osteolysis (MMP2 gene),34.1.3,New code added in June 2018,,True,
0617B,Nitrazepam level,34.1.1,,,True,
0617G,Single Gene Test FBN1 gene,34.1.3,New code added in June 2018,,True,
0617U,Nitrazepam level,34.1.1,,,True,
0618G,Single Gene Test RYR1 gene,34.1.3,New code added in June 2018,,True,
0619B,Nitrite level,34.1.1,,,True,
0619G,Single Gene Test ACTA1,34.1.3,New code added in June 2018,,True,
0619U,Nitrite level,34.1.1,,,True,
0620B,Neutrophil oxidative burst test,34.3.0,,,True,
0620G,Single Gene Test COH1 gene (VPS13B),34.1.3,New code added in June 2018,,True,
0621G,Single Gene Test Von Hippel Lindau syndrome (VHL gene),34.1.3,New code added in June 2018,,True,
0622G,Single Gene Test Spastin full sequencing,34.1.3,New code added in June 2018,,True,
0623G,Single Gene Test Factor IX mutation,34.1.3,New code added in June 2018,,True,
0624G,Single Gene Test Factor VIII binding defect,34.1.3,New code added in June 2018,,True,
0625G,Single Gene Test NF2 gene,34.1.3,New code added in June 2018,,True,
0626G,Single Gene Test MECA gene PCR,34.1.3,New code added in June 2018,,True,
0627G,Single Gene Test PAI-1,34.1.3,New code added in June 2018,,True,
0628G,Single Gene Test Neutrophil elastase mutations,34.1.3,New code added in June 2018,,True,
0629G,Single Gene Test UGT1A1 gene anaylsis,34.1.3,New code added in June 2018,,True,
0630G,Single Gene Test Sonic hedgehog (SHH) gene,34.1.3,New code added in June 2018,,True,
0631G,Single Gene Test 21 hydroxlase deficiency (CYP21A2 gene),34.1.3,New code added in June 2018,,True,
0632G,Single Gene Test TP453,34.1.3,New code added in June 2018,,True,
0633G,5FU Common mutations (DPD),34.0.0,New code added in April 2019,,True,
0634G,5FU Rare mutations (DPD),34.0.0,New code added in April 2019,,True,
0635G,Hereditary Angioedema (HAE) SERPING 1 gene,34.0.0,New code added in May 2019,,True,
0636A,Anti-RNA-Polymerase (Blood) ARNA,34.0.0,New code added in April 2023,,True,
0636G,MAI Complex RNA,34.0.0,New code added in September 2019,,True,
0637G,Iron-refractory Iron deficiency anemia (IRIDA) - TMPRSS6,34.0.0,New code added in August 2020,,True,
0638B,Reptilase clotting time,34.2.0,,,True,
0638G,Silver-Russell 11P15 Methylation,34.0.0,New code added in August 2020,,True,
0642B,Lactate:pyruvate ratio,34.1.1,,,True,
0642C,Lactate:pyruvate ratio,34.1.1,,,True,
0648B,Pyruvate level,34.1.1,,,True,
0648C,Pyruvate level,34.1.1,,,True,
0654B,Testosterone level,34.1.1,,,True,
0654U,Testosterone level,34.1.1,,,True,
0655B,Textarin clotting time,34.2.0,,,True,
0658B,Cortisone level,34.1.1,,,True,
0658L,Cortisone level,34.1.1,,,True,
0658U,Cortisone level,34.1.1,,,True,
0660B,Cotinine level,34.1.1,,,True,
0660L,Cotinine level,34.1.0,,,True,
0660U,Cotinine level,34.1.1,,,True,
0672B,Coxsackie A virus immunoglobulin G antibody,34.4.0,,,True,
0673B,Coxsackie A virus immunoglobulin M antibody,34.4.0,,,True,
0675B,Coxsackie B virus immunoglobulin G antibody,34.4.0,,,True,
0676B,Collagen type II immunoglobulin G antibody,34.3.0,,,True,
0679B,Colloid oncotic pressure level,34.1.1,,,True,
0684B,Complement 2 level,34.3.0,,,True,
0685B,Complement 1 esterase inhibitor,34.3.0,,,True,
0686B,Complement 1q,34.3.0,,,True,
0688B,Haemolytic complement classical pathway CH100,34.3.0,,,True,
0690B,Complement factor B,34.3.0,,,True,
0702B,Poliovirus 2 immunoglobulin G antibody,34.4.0,,,True,
0702C,Poliovirus 2 immunoglobulin G antibody,34.4.0,,,True,
0703B,"Poliovirus 1, 2 and 3 immunoglobulin G antibody",34.4.0,,,True,
0703C,"Poliovirus 1, 2 and 3 immunoglobulin G antibody",34.4.0,,,True,
0704B,"Poliovirus 1, 2 and 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT)",34.4.0,,,True,
0704C,"Poliovirus 1, 2 and 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT)",34.4.0,,,True,
0704F,"Poliovirus 1, 2 and 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT)",34.4.0,,,True,
0704O,"Poliovirus 1, 2 and 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT)",34.4.0,,,True,
0704T,"Poliovirus 1, 2 and 3 ribonucleic acid (RNA) by nucleic acid amplification test (NAAT)",34.4.0,,,True,
0708B,Neutrophil phagocytosis test,34.3.0,,,True,
0724B,Bupivacaine level,34.1.1,,,True,
0724U,Bupivacaine level,34.1.1,,,True,
0725B,Buprenorphine level,34.1.1,,,True,
0725H,Buprenorphine level,34.1.1,,,True,
0725U,Buprenorphine level,34.1.1,,,True,
0730B,Butyrylcarnitine level,34.1.1,,,True,
0730C,Butyrylcarnitine level,34.1.1,,,True,
0730D,Butyrylcarnitine level,34.1.1,,,True,
0753B,Androstenedione level,34.1.1,,,True,
0753D,Androstenedione level,34.1.1,,,True,
0753U,Androstenedione level,34.1.1,,,True,
0757B,Androsterone level,34.1.1,,,True,
0757U,Androsterone level,34.1.1,,,True,
0759B,Atrial natriuretic peptide level,34.1.1,,,True,
0760B,Angiotensin converting enzyme (ACE) level,34.1.1,,,True,
0760C,Angiotensin converting enzyme (ACE) level,34.1.1,,,True,
0768B,Cysteine level,34.1.1,,,True,
0768U,Cysteine level,34.1.1,,,True,
0774A,Cystine level,34.1.1,,,True,
0774B,Cystine level,34.1.1,,,True,3140B
0774C,Cystine level,34.1.1,,,True,
0774U,Cystine level,34.1.1,,,True,3140U
0783B,Ciclosporin level,34.1.1,,,True,
0787U,Cis-4-decenoate level,34.1.1,,,True,
0788B,Citrate level,34.1.1,,,True,
0788U,Citrate level,34.1.1,,,True,5914U
0791B,Citrulline level,34.1.1,,,True,1584B
0791C,Citrulline level,34.1.1,,,True,
0791S,Citrulline level,34.1.1,,,True,
0791U,Citrulline level,34.1.1,,,True,1584U
0798B,Flunitrazepam level,34.1.1,,,True,
0798U,Flunitrazepam level,34.1.1,,,True,
0808B,Parvovirus B19 immunoglobulin G antibody,34.4.0,,,True,
0809B,Parvovirus B19 immunoglobulin M antibody,34.4.0,,,True,
0810B,Parvovirus B19 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
0810O,Parvovirus B19 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
0810T,Parvovirus B19 deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
0824B,Glycine level,34.1.1,,,True,1584B
0824C,Glycine level,34.1.1,,,True,
0824U,Glycine level,34.1.1,,,True,1584U
0826U,Glycolate level,34.1.1,,,True,5914U
0831B,Glycophorin A+ cell count,34.3.0,,,True,
0831M,Glycophorin A+ cell count,34.3.0,,,True,
0835U,Glycosaminoglycan level,34.1.1,,,True,
0841B,Gold level,34.1.1,,,True,
0841U,Gold level,34.1.1,,,True,
0845B,Dihydrocodeine level,34.1.1,,,True,
0845H,Dihydrocodeine level,34.1.1,,,True,
0845L,Dihydrocodeine level,34.1.1,,,True,
0845O,Dihydrocodeine level,34.1.1,,,True,
0845U,Dihydrocodeine level,34.1.1,,,True,
0846B,Ephedrine level,34.1.1,,,True,
0846U,Ephedrine level,34.1.1,,,True,
0847B,Lysergide level,34.1.1,,,True,
0847H,Lysergide level,34.1.1,,,True,
0847L,Lysergide level,34.1.1,,,True,
0847U,Lysergide level,34.1.1,,,True,
0848B,Metamfetamine level,34.1.1,,,True,
0848H,Metamfetamine level,34.1.1,,,True,
0848L,Metamfetamine level,34.1.1,,,True,
0848O,Metamfetamine level,34.1.1,,,True,
0848U,Metamfetamine level,34.1.1,,,True,
0849B,Codeine level,34.1.1,,,True,
0849H,Codeine level,34.1.1,,,True,
0849L,Codeine level,34.1.1,,,True,
0849O,Codeine level,34.1.1,,,True,
0849U,Codeine level,34.1.1,,,True,
0850B,Methylenedioxymethamfetamine (MDMA) level,34.1.1,,,True,
0850H,Methylenedioxymethamfetamine (MDMA) level,34.1.1,,,True,
0850L,Methylenedioxymethamfetamine (MDMA) level,34.1.1,,,True,
0850O,Methylenedioxymethamfetamine (MDMA) level,34.1.1,,,True,
0850U,Methylenedioxymethamfetamine (MDMA) level,34.1.1,,,True,
0851B,Methaqualone level,34.1.1,,,True,
0851O,Methaqualone level,34.1.1,,,True,
0851U,Methaqualone level,34.1.1,,,True,
0852B,Amfetamine level,34.1.1,,,True,
0852L,Amfetamine level,34.1.1,,,True,
0852O,Amfetamine level,34.1.1,,,True,
0852U,Amfetamine level,34.1.1,,,True,
0854B,Barbiturate screen,34.1.1,,,True,
0854H,Barbiturate screen,34.1.1,,,True,
0854O,Barbiturate screen,34.1.1,,,True,
0854U,Barbiturate screen,34.1.1,,,True,
0858B,Cholecystokinin level,34.1.1,,,True,
0859B,Secretin level,34.1.1,,,True,
0868B,Tyrosine level,34.1.1,,,True,1584B
0868C,Tyrosine level,34.1.1,,,True,
0868U,Tyrosine level,34.1.1,,,True,1584U
0870B,Ubiquinone level,34.1.1,,,True,
0870T,Ubiquinone level,34.1.1,,,True,
0872U,Protein/creatinine ratio,34.1.1,,,True,
0873B,Free copper level,34.1.1,,,True,
0874B,Creatinine level,34.1.1,,,True,8102B
0874O,Creatinine level,34.1.1,,,True,
0874U,Creatinine level,34.1.1,,,True,
0875B,72 hour continuous glucose monitoring,34.1.1,New code added in April 2018,,True,
0875U,Calcium-creatinine ratios,34.1.1,,,True,
0876B,Glucose level,34.1.1,,,True,
0876C,Glucose level,34.1.1,,,True,
0876D,Glucose level,34.1.1,,,True,
0876F,Glucose level,34.1.1,,,True,
0876O,Glucose level,34.1.1,,,True,
0876U,Glucose level,34.1.1,,,True,
0877B,Follicle stimulating hormone level,34.1.1,,,True,"0533B, 7052B"
0877U,Follicle stimulating hormone level,34.1.1,,,True,
0880B,Diamorphine level,34.1.1,,,True,
0880O,Diamorphine level,34.1.1,,,True,
0880U,Diamorphine level,34.1.1,,,True,
0881B,Diazepam level,34.1.1,,,True,
0881O,Diazepam level,34.1.1,,,True,
0881U,Diazepam level,34.1.1,,,True,
0882B,Diazoxide level,34.1.1,,,True,
0886B,Digitoxin level,34.1.1,,,True,
0887B,Digoxin level,34.1.1,,,True,
0888B,Dihydrocodeine screen,34.1.1,,,True,
0888H,Dihydrocodeine screen,34.1.1,,,True,
0888L,Dihydrocodeine screen,34.1.1,,,True,
0888O,Dihydrocodeine screen,34.1.1,,,True,
0888U,Dihydrocodeine screen,34.1.1,,,True,
0889B,Dihydropteridine reductase activity,34.1.1,,,True,
0889D,Dihydropteridine reductase activity,34.1.1,,,True,
0889O,Dihydropteridine reductase activity,34.1.1,,,True,
0889S,Dihydropteridine reductase activity,34.1.1,,,True,
0890B,Dihydropyrimidine dehydrogenase activity,34.1.1,,,True,
0890T,Dihydropyrimidine dehydrogenase activity,34.1.1,,,True,
0891B,Alcohol,34.1.0,,,True,
0900U,Cyclic AMP (CAMP) test,34.4.0,,,True,
0902B,Neutrophil chemotaxis test,34.3.0,,,True,
0913B,Chitotriosidase activity,34.1.1,,,True,
0916B,Neuron specific enolase level,34.1.1,,,True,
0916C,Neuron specific enolase level,34.1.1,,,True,
0917B,Neurotensin level,34.1.1,,,True,8041B
0943B,"1,25-dihydroxy vitamin D3 level",34.1.1,,,True,
0945U,11-beta-hydroxyandrosterone level,34.1.1,,,True,
0946B,11-beta-hydroxyaetiocholanolone level,34.1.1,,,True,
0946U,11-beta-hydroxyaetiocholanolone level,34.1.1,,,True,
0948B,11-deoxycortisol level,34.1.1,,,True,
0948U,11-deoxycortisol level,34.1.1,,,True,
0950B,11-oxo-pregnanetriol level,34.1.1,,,True,
0950U,11-oxo-pregnanetriol level,34.1.1,,,True,
0955U,17-hydroxycorticosteroids,34.1.1,,,True,
0956B,18-hydroxycorticosterone level,34.1.1,,,True,
0956U,18-hydroxycorticosterone level,34.1.1,,,True,
0957B,Quetiapine level,34.1.1,,,True,
0958B,Quinidine level,34.1.1,,,True,
0959B,Quinine level,34.1.1,,,True,
0959U,Quinine level,34.1.1,,,True,
0978B,Porphobilinogen deaminase activity,34.1.1,,,True,
0979B,Red blood cell (RBC) survival test,34.2.0,,,True,
0986B,Heinz body screen,34.2.0,,,True,
0994B,Centromere immunoglobulin G antibody,34.3.0,,,True,
1000B,Fructose (plasma),34.1.1,,,True,
1000F,Fructose level,34.1.1,,,True,
1000O,Fructose level,34.1.1,,,True,
1000U,Fructose level,34.1.1,,,True,
1001B,Full blood count,34.2.0,,,True,"1004B, 1361B"
1002B,Red cell mineral screen (RMIN),34.2.0,,,True,
1003B,"Full biochemistry profile (u/e, iron, urate, cholesterol, calcium, phosphate, CK, LDH)",34.1.0,,,True,"0558B, 1389B, 1852B, 3235B, 3603B, 3824B, 3824B"
1004B,Full haematology profile (FBC & ESR),34.2.0,,,True,"1001B, 3506B"
1024B,Alphafetoprotein level,34.1.1,,,True,
1024C,Alphafetoprotein level,34.1.1,,,True,
1024O,Alphafetoprotein level,34.1.1,,,True,
1025C,Tau protein test,34.1.1,,,True,
1030U,3-methylhistidine level,34.1.1,,,True,
1033B,5-alpha-dihydrotestosterone level,34.1.1,,,True,
1035B,5-hydroxyhistamine level,34.1.1,,,True,
1036B,5-hydroxyindoleacetic acid level,34.1.1,,,True,
1036C,5-hydroxyindoleacetic acid level,34.1.1,,,True,
1036U,5-hydroxyindoleacetic acid level,34.1.1,,,True,5914U
1038B,5'-nucleotidase activity,34.1.1,,,True,
1039B,7-dehydrocholesterol level,34.1.1,,,True,
1058B,Thyroid stimulating hormone binding immunoglobulin G antibody,34.3.0,,,True,
1079B,Cytoplasmic immunoglobulin M mu chain,34.3.0,,,True,
1079M,Cytoplasmic immunoglobulin M mu chain,34.3.0,,,True,
1084B,Imipramine level,34.1.1,,,True,
1084U,Imipramine level,34.1.1,,,True,
1087B,Immunoglobulin G immune complexes,34.3.0,,,True,
1092B,Human immunodeficiency virus 1 p24 antigen,34.4.0,,,True,
1092C,Human immunodeficiency virus 1 p24 antigen,34.4.0,,,True,
1092O,Human immunodeficiency virus 1 p24 antigen,34.4.0,,,True,
1100B,Elastase level,34.1.1,,,True,
1100F,Elastase level,34.1.1,,,True,
1109B,Protein examination,34.1.1,,,True,
1109U,Protein examination,34.1.1,,,True,
1120B,Biopterin level,34.1.1,,,True,
1120C,Biopterin level,34.1.1,,,True,
1120D,Biopterin level,34.1.1,,,True,
1120U,Biopterin level,34.1.1,,,True,
1122B,Biotinidase activity,34.1.1,,,True,
1122S,Biotinidase activity,34.1.1,,,True,
1124U,Bisacodyl level,34.1.1,,,True,0264U
1125U,Bisacodyl metabolite level,34.1.1,,,True,0264U
1126B,BK polyomavirus immunoglobulin G antibody,34.3.0,,,True,
1126C,BK polyomavirus immunoglobulin G antibody,34.3.0,,,True,
1127B,BK virus Ribonucleic acid screen,34.4.0,,,True,
1128B,BK polyomavirus deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
1128C,BK polyomavirus deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
1128O,BK polyomavirus deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
1128T,BK polyomavirus deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
1128U,BK polyomavirus deoxyribonucleic acid (DNA) by nucleic acid amplification test (NAAT),34.4.0,,,True,
1129B,Testis immunoglobulin G antibody,34.3.0,,,True,
1130B,Antithrombin III antigen level,34.2.0,,,True,
1135B,Voltage gated potassium channel immunoglobulin G antibody,34.3.0,,,True,
1138B,Apolipoprotein A1 level,34.1.1,,,True,
1139B,Apolipoprotein A2 level,34.1.1,,,True,
1140B,Apolipoprotein B100 level,34.1.1,,,True,
1142B,Apolipoprotein E level,34.1.1,,,True,
1143B,Apolipoprotein E phenotype,34.1.1,,,True,
1146B,"Cluster of differentiation 3+, cluster of differentiation 56+ count",34.3.0,,,True,
1146M,"Cluster of differentiation 3+, cluster of differentiation 56+ count",34.3.0,,,True,
1147B,Cluster of differentiation 33 count,34.3.0,,,True,
1147M,Cluster of differentiation 33 count,34.3.0,,,True,
1148B,Cytoplasmic cluster of differentiation 33 count,34.3.0,,,True,
1148M,Cytoplasmic cluster of differentiation 33 count,34.3.0,,,True,
1150B,"Cluster of differentiation 33+, cluster of differentiation 34+count",34.3.0,,,True,
1150M,"Cluster of differentiation 33+, cluster of differentiation 34+count",34.3.0,,,True,
1151B,"Cluster of differentiation 33-, cluster of differentiation 34+ count",34.3.0,,,True,
1151M,"Cluster of differentiation 33-, cluster of differentiation 34+ count",34.3.0,,,True,
1152B,Cytoplasmic cluster of differentiation 34 count,34.3.0,,,True,
1152M,Cytoplasmic cluster of differentiation 34 count,34.3.0,,,True,
1153B,Cluster of differentiation 34 count,34.3.0,,,True,
1153M,Cluster of differentiation 34 count,34.3.0,,,True,
1157B,Cluster of differentiation 38 count,34.3.0,,,True,
1157M,Cluster of differentiation 38 count,34.3.0,,,True,
1175A,Xanthine level,34.1.1,,,True,
1175B,Xanthine level,34.1.1,,,True,
1175U,Xanthine level,34.1.1,,,True,
1191B,Hydroxyproline level,34.1.1,,,True,1584B
1191U,Hydroxyproline level,34.1.1,,,True,1584U
1192D,Immunoreactive trypsinogen level,34.1.1,,,True,
