Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
A5220,Epidural injection (thoracic),3.3.0,,,TRUE,"A5200, A5210, A5220, A5220, A5230, A5290, A5292, A5410, A5743, A5744, A5745, A5753, A5754, A5755, A5763, A5764, A5765, A5773, A5774, A5775, A7300, A7302, A7350, A7352, E5430, E5431, E5434, K4180, V5003"
A5230,Epidurogram +/- epidural injection,3.3.0,Narrative change from 'Epidurogram' to 'Epidurogram +/- epidural injection' in August 2019,,TRUE,"A5200, A5210, A5211, A5220, A5290, A5291, A5292, A5293, A5294, A5753, A5754, A5754, A5756, A7350"
A5240,Epiduroplasty (Racz catheter or equivalent),3.3.0,,,TRUE,A7350
A5290,Transforaminal epidural,3.1.3,Code inactivated in August 2017,,FALSE,"25120, A5200, A5220, A5230, A5410, A5420, A5480, A7350, V2500"
A5291,Transforaminal epidural (cervical),3.1.1,New code added in August 2017Code inactivated in December 2019,,FALSE,"A5200, A5230, A5410, A5420, A5480, A7350"
A5292,Transforaminal epidural (thoracic),3.1.2,New code added in August 2017Code inactivated in December 2019,,FALSE,"A5220, A5230, A5410, A5420, A5480, A7350"
A5293,Transforaminal epidural (lumbar),3.1.3,New code added in August 2017Code inactivated in December 2019,,FALSE,"A5210, A5230, A5410, A5420, A5480, A7350, V2500"
A5294,Transforaminal epidural (caudal),3.1.3,New code added in August 2017Code inactivated in December 2019,,FALSE,"A5211, A5230, A5410, A5410, A5480, A7350, V2500"
A5300,Drainage of spinal canal (including insertion of shunt),3.2.0,,,TRUE,
A5410,Epidural blood patch,3.1.3,,,TRUE,"A5200, A5210, A5211, A5220, A5290, A5291, A5292, A5293, A5294, A5294, A5420, A5480, A5530, A5756"
A5420,Injection of therapeutic substance into CSF - as sole procedure,3.3.0,Narrative change from 'Injection of therapeutic substance into CSF' to 'Injection of therapeutic substance into CSF - as sole procedure' in December 2024,,TRUE,"A5290, A5291, A5292, A5293, A5410, A5480, A5530, A5580, W3712, W3715, W3720, W3721, W4210, W5200"
A5430,Image-guided transforaminal injection of fibrin sealant,3.8.0,New code added in April 2022,,TRUE,
A5440,CT-guided epidural blood patch (single level),3.8.0,New code added in April 2024,,TRUE,
A5441,CT-guided epidural blood patch (two level),3.8.0,New code added in April 2024,,TRUE,
A5480,Intrathecal chemotherapy,18.0.0,,,TRUE,"A5210, A5211, A5290, A5291, A5292, A5293, A5294, A5410, A5420, A5530, A5580"
A5530,Lumbar puncture (including spinal manometry),3.2.0,,,TRUE,"A5410, A5420, A5480, A5580"
A5540,Spinal angiogram,3.8.0,,,TRUE,
A5580,CSF infusion studies,3.2.0,,,TRUE,"A5420, A5480, A5530"
A5720,"Facet or sacroiliac joint (RF) pulsed radiofrequency thermocoagulation, cryotherapy or phenol (including rhizolysis under image guidance) - up to 3 joints",3.3.0,"Description changed from Facet or sacroiliac joint (RF) radiofrequency thermocoagulation including rhizolysis (under X-ray control) -3 jointsNarrative change from 'Facet or sacroiliac joint (RF) radiofrequency thermocoagulation (including rhizolysis under X-ray control) - up to 3 joints' to 'Facet or sacroiliac joint (RF) radiofrequency thermocoagulation, cryotherapy or phenol (including rhizolysis under image guidance) - up to 3 joints' in June 2017Narrative change from 'Facet or sacroiliac joint (RF) radiofrequency thermocoagulation, cryotherapy or phenol (including rhizolysis under image guidance) - up to 3 joints' to 'Facet or sacroiliac joint (RF) pulsed radiofrequency thermocoagulation, cryotherapy or phenol (including rhizolysis under image guidance) - up to 3 joints' in September 2019Code inactivated in December 2019",Replaces inactivated code A5780,FALSE,"A5730, A5750, A5751, A5752, A5760, A5761, A5762, A5770, A5771, A5772, A5780, A5790, A7350, S5210, Y0910"
A5730,"Facet or sacroiliac joint (RF) radiofrequency thermocoagulation, cryotherapy or phenol (including rhizolysis under image guidance) - 4 to 6 joints",3.3.0,"Description changed from Facet or sacroiliac joint (RF) radiofrequency thermocoagulation including rhizolysis (under X-ray control) - up to 6 jointsNarrative change from 'Facet or sacroiliac joint (RF) radiofrequency thermocoagulation (including rhizolysis under X-ray control) - 4 to 6 joints' to 'Facet or sacroiliac joint (RF) radiofrequency thermocoagulation, cryotherapy or phenol (including rhizolysis under image guidance) - 4 to 6 joints' in June 2017Code inactivated in December 2019",Replaces inactivated code A5780,FALSE,"A5720, A5750, A5751, A5752, A5760, A5761, A5762, A5770, A5771, A5772, A5780, A5790, A7350, S5210, Y0910"
A5743,Medial branch block injection(s) +/- image guidance (including bilateral) CERVICAL,3.3.0,New code added in July 2020,,TRUE,"A5200, A5220, A5743, A5743, A5744, A5753, A5754, A5763, A5764, A5773, A5774, A7300, A7302, A7352"
A5744,Medial branch block injection(s) +/- image guidance (including bilateral) THORACIC,3.3.0,New code added in July 2020,,TRUE,"A5200, A5210, A5220, A5743, A5744, A5744, A5745, A5753, A5754, A5755, A5763, A5764, A5765, A5773, A5774, A5775, A7300, A7302, A7352"
A5745,Medial branch block injection(s) +/- image guidance (including bilateral) LUMBAR,3.3.0,New code added in July 2020,,TRUE,"A5210, A5211, A5220, A5744, A5745, A5745, A5754, A5755, A5756, A5764, A5765, A5766, A5774, A5775, A5790, A7300, A7302, A7352"
A5750,Medial Branch Block (under x-ray control) - 1 to 2 levels,3.3.0,Narrative changed from Facet joint injection (under X-ray control) - up to 2 joints to Medial Branch Block or Facet joint injection (under x-ray control) - up to 2 joints in August 2012Narrative change from 'Medial Branch Block or Facet joint injection (under x-ray control)' to 'Medial Branch Block (under x-ray control) - 1 to 2 levels' in February 2017Code inactivated in May 2017,See A5751 and A5752,FALSE,"A5720, A5730, A5760, A5761, A5770, A5771, A7350, S5210"
A5751,Facet joint injection (under x-ray control) - 1 to 2 joints,3.3.0,New code added in February 2017Code inactivated in December 2019,,FALSE,"A5720, A5730, A5760, A5762, A5770, A5772, A7350, S5210"
A5752,Medial Branch Block (under x-ray control) – 1 to 2 levels,3.3.0,New code added in May 2017Code inactivated in July 2020,,FALSE,"25120, A5720, A5730, A5753, A5754, A5755, A5761, A5762, A5762, A5763, A5764, A5765, A5766, A5771, A5772, A5772, A5773, A5774, A5775, A7350, S5210"
A5753,Nerve Root Block +/- Image Guidance (including Bilateral) CERVICAL,3.3.0,New code added in December 2019Narrative change from 'Nerve Root Block +/- Image Guidance (Bilateral) CERVICAL ' to 'Nerve Root Block +/- Image Guidance (including Bilateral) CERVICAL ' in March 2020,?This code would cover Transforaminal Epidurals and Dorsal Root Blocks. ?We have separate codes for Epidural injections (A5200/10/11/20/30).,TRUE,"A5200, A5220, A5230, A5743, A5744, A5752, A5753, A5753, A5754, A5762, A5763, A5764, A5772, A5773, A5774, A7300, A7302, A7352"
A5754,Nerve Root Block +/- Image Guidance (including Bilateral) THORACIC,3.3.0,New code added in December 2019Narrative change from 'Nerve Root Block +/- Image Guidance (Bilateral) THORACIC' to 'Nerve Root Block +/- Image Guidance (including Bilateral) THORACIC ' in March 2020,?This code would cover Transforaminal Epidurals and Dorsal Root Blocks. ?We have separate codes for Epidural injections (A5200/10/11/20/30),TRUE,"A5200, A5210, A5220, A5230, A5230, A5743, A5744, A5745, A5752, A5753, A5754, A5754, A5755, A5762, A5763, A5764, A5765, A5772, A5773, A5774, A5775, A7300, A7302, A7352"
A5755,Nerve Root Block +/- Image Guidance (including Bilateral) LUMBAR,3.3.0,New code added in December 2019Narrative change from 'Nerve Root Block +/- Image Guidance (Bilateral) LUMBAR' to 'Nerve Root Block +/- Image Guidance (including Bilateral) LUMBAR ' in March 2020,?This code would cover Transforaminal Epidurals and Dorsal Root Blocks. ?We have separate codes for Epidural injections (A5200/10/11/20/30),TRUE,"A5210, A5211, A5220, A5744, A5745, A5752, A5754, A5755, A5755, A5756, A5762, A5764, A5765, A5766, A5772, A5774, A5775, A5790, A7300, A7302, A7352"
A5756,Nerve Root Block +/- Image Guidance (including Bilateral) CAUDAL,3.3.0,New code added in December 2019Narrative change from 'Nerve Root Block +/- Image Guidance (Bilateral) CAUDAL' to 'Nerve Root Block +/- Image Guidance (including Bilateral) CAUDAL ' in March 2020,?This code would cover Transforaminal Epidurals and Dorsal Root Blocks. ?We have separate codes for Epidural injections (A5200/10/11/20/30).,TRUE,"A5210, A5211, A5230, A5410, A5745, A5755, A5756, A5756, A5765, A5766, A5775, A5790, A7300, A7302, A7352"
A5760,Medial Branch Block (under x-ray control) - 3 to 4 levels,3.3.0,Description changed from Facet joint injection (under X-ray control) - 3 to 4 joints to Medial Branch Block or Facet joint injection (under x-ray control) - 3 to 4 jointsNarrative change from 'Medial Branch Block or Facet joint injection (under x-ray control) - 3 to 4 joints' to 'Medial Branch Block (under x-ray control) - 3 to 4 levels' in February 2017Code inactivated in May 2017,See A5761 and A5762,FALSE,"A5720, A5730, A5750, A5751, A5770, A5771, A7350, S5210"
A5761,Facet joint injection (under x-ray control) - 3 to 4 joints,3.3.0,New code added in February 2017Code inactivated in December 2019,,FALSE,"A5720, A5730, A5750, A5752, A5770, A5772, A7350, S5210"
A5762,Medial Branch Block (under x-ray control) – 3 to 4 levels,3.3.0,New code added in May 2017Code inactivated in July 2020,,FALSE,"25120, A5720, A5730, A5751, A5752, A5752, A5753, A5754, A5755, A5763, A5764, A5765, A5766, A5771, A5772, A5772, A5773, A5774, A5775, A7350, S5210"
A5763,"Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis)  +/- Image Guidance (including Bilateral) CERVICAL",3.3.0,"New code added in December 2019Narrative change from 'Neurolytic Root Block +/- Image Guidance (Bilateral) CERVICAL' to 'Neurolytic Root Block +/- Image Guidance (including Bilateral) CERVICAL ' in March 2020Narrative change from 'Neurolytic Root Block +/- Image Guidance (including Bilateral) CERVICAL ' to 'Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis)  +/- Image Guidance (including Bilateral) CERVICAL ' in November 2020",,TRUE,"A5200, A5220, A5743, A5744, A5752, A5753, A5754, A5762, A5763, A5763, A5764, A5772, A5773, A5781, A7300, A7302, A7352"
A5764,"Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis) +/- Image Guidance (including Bilateral) THORACIC",3.3.0,"New code added in December 2019Narrative change from 'Neurolytic Root Block +/- Image Guidance (Bilateral) THORACIC ' to 'Neurolytic Root Block +/- Image Guidance (including Bilateral) THORACIC ' in March 2020Narrative change from 'Neurolytic Root Block +/- Image Guidance (including Bilateral) THORACIC ' to 'Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis) +/- Image Guidance (including Bilateral) THORACIC ' in November 2020",,TRUE,"A5200, A5210, A5220, A5743, A5744, A5745, A5752, A5753, A5754, A5755, A5762, A5763, A5764, A5764, A5765, A5772, A5773, A5775, A5781, A7300, A7302, A7352"
A5765,"Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis) +/- Image Guidance (including Bilateral) LUMBAR ",3.3.0,"New code added in December 2019Narrative change from 'Neurolytic Root Block +/- Image Guidance (Bilateral) LUMBAR' to 'Neurolytic Root Block +/- Image Guidance (including Bilateral) LUMBAR ' in March 2020Narrative change from 'Neurolytic Root Block +/- Image Guidance (including Bilateral) LUMBAR ' to 'Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis) +/- Image Guidance (including Bilateral) LUMBAR  ' in November 2020",,TRUE,"A5210, A5211, A5220, A5744, A5745, A5752, A5754, A5755, A5756, A5762, A5764, A5765, A5765, A5766, A5772, A5775, A5781, A5790, A7300, A7302, A7352"
A5766,"Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis) +/- Image Guidance (including Bilateral) CAUDAL",3.3.0,"New code added in December 2019Narrative change from 'Neurolytic Root Block +/- Image Guidance (Bilateral) CAUDAL' to 'Neurolytic Root Block +/- Image Guidance (including Bilateral) CAUDAL ' in March 2020Narrative change from 'Neurolytic Root Block +/- Image Guidance (including Bilateral) CAUDAL ' to 'Neurolytic Root Block (Radiofrequency denervation, Thermocoagulation, Cryotherapy or Phenol, including Rhizolysis) +/- Image Guidance (including Bilateral) CAUDAL' in November 2020",,TRUE,"A5210, A5211, A5745, A5752, A5755, A5756, A5762, A5765, A5766, A5766, A5772, A5775, A5781, A5790, A7300, A7302, A7352"
A5770,Medial Branch Block (under x-ray control) - 5 to 6 levels,3.3.0,Description changed from Facet joint injection (under X-ray control) - 5 to 6 joints to Medical Branch Block Facet joint injection (under x-ray control) - 5 to 6 jointsNarrative change from 'Medial Branch Block or Facet joint injection (under x-ray control) - 5 to 6 joints' to 'Medial Branch Block (under x-ray control) - 5 to 6 levels' in February 2017Code inactivated in May 2017,See A5771 and A5772,FALSE,"A5720, A5730, A5750, A5751, A5760, A5761, A5775, A7350, S5210"
A5771,Facet joint injection (under x-ray control) - 5 or more joints,3.3.0,New code added in February 2017Code inactivated in December 2019,,FALSE,"A5720, A5730, A5750, A5752, A5760, A5762, A7350, S5210"
A5772,Medial Branch Block (under x-ray control) – 5 to 6 levels,3.3.0,New code added in May 2017Code inactivated in July 2020,,FALSE,"25120, A5720, A5730, A5751, A5752, A5752, A5753, A5754, A5755, A5761, A5762, A5762, A5763, A5764, A5765, A5766, A5773, A5774, A5775, A7350, S5210"
A5773,Facet joint injection(s) +/- Image Guidance (including Bilateral) CERVICAL,3.3.0,New code added in December 2019Narrative change from 'Facet joint injection +/- Image Guidance (Bilateral) CERVICAL' to 'Facet joint injection(s) +/- Image Guidance (Bilateral) CERVICAL' in March 2020Narrative change from 'Facet joint injection +/- Image Guidance (Bilateral) CERVICAL' to 'Facet joint injection(s) +/- Image Guidance (including Bilateral) CERVICAL ' in March 2020,,TRUE,"A5200, A5220, A5743, A5744, A5752, A5753, A5754, A5762, A5763, A5764, A5772, A5773, A5773, A5774, A7300, A7302, A7352"
